11	147	1
11	154	1
12	78	1
12	142	1
12	150	1
13	14	3
13	23	3
13	33	3
13	34	3
13	37	3
13	40	3
13	64	3
13	105	3
13	120	3
13	127	1
13	154	3
14	23	3
14	33	3
14	34	3
14	37	3
14	40	3
14	64	3
14	105	3
14	120	3
14	127	1
14	154	3
15	37	1
15	49	1
15	106	1
15	122	1
15	147	1
15	154	1
16	71	1
16	72	1
16	84	1
16	101	1
16	113	1
17	26	1
17	28	1
17	31	1
17	60	1
17	63	1
17	67	1
17	81	1
17	87	1
17	108	1
17	111	1
17	135	1
17	144	1
17	145	1
18	112	1
18	116	1
18	168	1
19	25	1
19	29	1
19	41	1
19	46	1
19	52	1
19	68	1
19	73	1
19	76	1
19	79	1
19	85	1
19	89	1
19	92	1
19	98	1
19	114	1
19	115	1
19	141	1
19	151	1
19	160	1
19	163	1
20	22	1
20	45	1
20	90	1
20	93	1
20	104	1
20	108	1
20	126	1
20	137	1
20	138	1
20	140	1
20	148	1
20	159	1
20	161	1
20	164	1
21	39	1
21	60	1
22	45	1
22	90	1
22	93	1
22	104	1
22	108	1
22	126	1
22	137	1
22	138	1
22	140	1
22	148	1
22	159	1
22	161	1
22	164	1
23	33	3
23	34	3
23	37	3
23	40	3
23	64	3
23	105	3
23	120	3
23	127	1
23	154	3
24	66	1
24	72	1
24	113	1
24	165	1
25	29	1
25	41	1
25	46	1
25	52	1
25	68	1
25	73	1
25	76	1
25	79	1
25	85	1
25	89	1
25	92	1
25	98	1
25	114	1
25	115	1
25	141	1
25	151	1
25	160	1
25	163	1
26	28	1
26	31	3
26	35	1
26	60	2
26	62	1
26	63	3
26	67	2
26	81	2
26	82	1
26	86	2
26	87	1
26	102	1
26	108	4
26	111	1
26	118	1
26	135	1
26	139	1
26	144	1
26	145	2
26	167	1
27	47	1
27	59	1
27	96	1
27	123	1
27	129	1
27	131	1
27	156	1
28	31	1
28	60	1
28	63	1
28	67	1
28	81	1
28	87	1
28	108	1
28	111	1
28	135	1
28	144	1
28	145	1
29	41	1
29	46	1
29	52	1
29	68	1
29	73	1
29	76	1
29	79	1
29	85	1
29	89	1
29	92	1
29	98	1
29	114	1
29	115	1
29	141	1
29	151	1
29	160	1
29	163	1
30	39	1
30	60	1
30	87	1
30	108	1
31	35	2
31	53	1
31	60	3
31	62	1
31	63	5
31	67	2
31	75	1
31	81	2
31	82	1
31	86	2
31	87	4
31	99	1
31	102	1
31	108	6
31	111	1
31	135	1
31	139	1
31	144	1
31	145	2
31	158	1
31	167	1
32	36	1
32	44	1
32	51	1
32	54	1
32	58	1
32	65	1
32	69	1
32	100	1
32	103	1
32	110	1
32	121	1
32	128	1
32	146	1
33	34	3
33	37	3
33	40	3
33	64	3
33	105	3
33	120	3
33	127	1
33	154	3
34	37	3
34	40	3
34	64	3
34	105	3
34	120	3
34	127	1
34	154	3
35	60	2
35	62	1
35	63	1
35	67	1
35	81	1
35	82	1
35	86	1
35	87	1
35	102	1
35	108	2
35	139	1
35	145	1
35	167	1
36	44	1
36	51	1
36	54	1
36	58	1
36	65	1
36	69	1
36	100	1
36	103	1
36	110	1
36	121	1
36	128	1
36	146	1
37	40	3
37	49	1
37	64	3
37	105	3
37	106	1
37	120	3
37	122	1
37	127	1
37	147	1
37	154	4
38	107	1
38	134	1
38	143	1
38	155	1
38	157	1
39	60	2
39	87	1
39	108	1
40	64	3
40	105	3
40	120	3
40	127	1
40	154	3
41	46	1
41	52	1
41	68	1
41	73	1
41	76	1
41	79	1
41	85	1
41	89	1
41	92	1
41	98	1
41	114	1
41	115	1
41	141	1
41	151	1
41	160	1
41	163	1
43	57	1
43	97	1
43	117	1
43	133	1
43	141	1
44	51	1
44	54	1
44	58	1
44	65	1
44	69	1
44	100	1
44	103	1
44	110	1
44	121	1
44	128	1
44	146	1
45	90	1
45	93	1
45	104	1
45	108	1
45	126	1
45	137	1
45	138	1
45	140	1
45	148	1
45	159	1
45	161	1
45	164	1
46	52	1
46	68	1
46	73	1
46	76	1
46	79	1
46	85	1
46	89	1
46	92	1
46	98	1
46	114	1
46	115	1
46	141	1
46	151	1
46	160	1
46	163	1
47	59	1
47	96	1
47	123	1
47	129	1
47	131	1
47	156	1
48	74	1
48	83	1
48	122	1
48	125	1
49	106	1
49	122	1
49	147	1
49	154	1
50	70	1
50	88	2
50	108	2
50	109	1
50	119	2
50	158	2
50	166	1
51	54	1
51	58	1
51	65	1
51	69	1
51	100	1
51	103	1
51	110	1
51	121	1
51	128	1
51	146	1
52	68	1
52	73	1
52	76	1
52	79	1
52	85	1
52	89	1
52	92	1
52	98	1
52	114	1
52	115	1
52	141	1
52	151	1
52	160	1
52	163	1
53	63	1
53	75	2
53	87	1
53	99	1
53	108	2
53	158	2
54	58	1
54	65	1
54	69	1
54	100	1
54	103	1
54	110	1
54	121	1
54	128	1
54	146	1
55	59	1
55	61	1
55	123	1
55	124	1
55	131	1
55	149	1
55	152	1
56	59	1
56	61	1
56	123	1
56	124	1
56	131	1
56	149	1
56	153	1
57	97	1
57	117	1
57	133	1
57	141	1
58	65	1
58	69	1
58	100	1
58	103	1
58	110	1
58	121	1
58	128	1
58	146	1
59	61	2
59	96	1
59	123	3
59	124	2
59	129	1
59	131	3
59	149	2
59	152	1
59	153	1
59	156	1
60	62	1
60	63	2
60	67	2
60	81	2
60	82	1
60	86	1
60	87	3
60	102	1
60	108	4
60	111	1
60	135	1
60	139	1
60	144	1
60	145	2
60	167	1
61	123	2
61	124	2
61	131	2
61	149	2
61	152	1
61	153	1
62	63	1
62	67	1
62	81	1
62	82	1
62	86	1
62	102	1
62	108	1
62	139	1
62	145	1
62	167	1
63	67	2
63	75	1
63	81	2
63	82	1
63	86	2
63	87	3
63	99	1
63	102	1
63	108	5
63	111	1
63	135	1
63	139	1
63	144	1
63	145	2
63	158	1
63	167	1
64	105	3
64	120	3
64	127	1
64	154	3
65	69	1
65	100	1
65	103	1
65	110	1
65	121	1
65	128	1
65	146	1
66	72	1
66	113	1
66	165	1
67	81	2
67	82	1
67	86	1
67	87	1
67	102	1
67	108	3
67	111	1
67	135	1
67	136	1
67	139	1
67	144	1
67	145	2
67	167	1
68	73	1
68	76	1
68	79	1
68	85	1
68	89	1
68	92	1
68	98	1
68	114	1
68	115	1
68	141	1
68	151	1
68	160	1
68	163	1
69	100	1
69	103	1
69	110	1
69	121	1
69	128	1
69	146	1
70	88	1
70	108	1
70	119	1
70	158	1
71	72	2
71	84	2
71	94	1
71	101	1
71	113	1
71	130	1
71	132	1
71	162	1
72	77	1
72	84	2
72	94	1
72	99	1
72	101	1
72	108	1
72	113	3
72	130	1
72	132	1
72	158	1
72	162	1
72	165	1
72	169	1
73	76	1
73	79	1
73	85	1
73	89	1
73	92	1
73	98	1
73	114	1
73	115	1
73	141	1
73	151	1
73	160	1
73	163	1
74	83	1
74	122	1
74	125	1
75	87	1
75	95	1
75	99	1
75	108	3
75	158	2
76	79	1
76	85	1
76	89	1
76	92	1
76	98	1
76	114	1
76	115	1
76	141	1
76	151	1
76	160	1
76	163	1
77	99	1
77	108	1
77	158	1
78	91	1
78	142	2
78	150	1
79	85	1
79	89	1
79	92	1
79	98	1
79	114	1
79	115	1
79	141	1
79	151	1
79	160	1
79	163	1
81	82	1
81	86	1
81	87	1
81	102	1
81	108	2
81	111	1
81	135	1
81	139	1
81	144	1
81	145	2
81	167	1
82	86	1
82	102	1
82	108	1
82	139	1
82	145	1
82	167	1
83	122	1
83	125	1
84	94	1
84	101	1
84	113	1
84	130	1
84	132	1
84	162	1
85	89	1
85	92	1
85	98	1
85	114	1
85	115	1
85	141	1
85	151	1
85	160	1
85	163	1
86	102	1
86	108	2
86	139	1
86	145	1
86	167	1
87	99	1
87	108	5
87	111	1
87	135	1
87	144	1
87	145	1
87	158	1
88	108	2
88	109	1
88	119	2
88	158	2
88	166	1
89	92	1
89	98	1
89	114	1
89	115	1
89	141	1
89	151	1
89	160	1
89	163	1
90	93	1
90	104	1
90	108	1
90	126	1
90	137	1
90	138	1
90	140	1
90	148	1
90	159	1
90	161	1
90	164	1
91	142	1
92	98	1
92	114	1
92	115	1
92	141	1
92	151	1
92	160	1
92	163	1
93	104	1
93	108	1
93	126	1
93	137	1
93	138	1
93	140	1
93	148	1
93	159	1
93	161	1
93	164	1
94	130	1
94	132	1
94	162	1
95	108	1
96	123	1
96	129	1
96	131	1
96	156	1
97	117	1
97	133	1
97	141	1
98	114	1
98	115	1
98	141	1
98	151	1
98	160	1
98	163	1
99	108	2
99	158	2
100	103	1
100	110	1
100	121	1
100	128	1
100	146	1
101	113	1
102	108	1
102	139	1
102	145	1
102	167	1
103	110	1
103	121	1
103	128	1
103	146	1
104	108	1
104	126	1
104	137	1
104	138	1
104	140	1
104	148	1
104	159	1
104	161	1
104	164	1
105	120	3
105	127	1
105	154	3
106	122	1
106	147	1
106	154	1
107	134	1
107	143	1
107	155	1
107	157	1
108	109	1
108	111	1
108	118	1
108	119	2
108	126	1
108	135	1
108	136	1
108	137	1
108	138	1
108	139	1
108	140	1
108	144	1
108	145	2
108	148	1
108	158	5
108	159	1
108	161	1
108	164	1
108	166	1
108	167	1
109	119	1
109	158	1
109	166	1
110	121	1
110	128	1
110	146	1
111	135	1
111	144	1
111	145	1
113	165	1
113	169	1
114	115	1
114	141	1
114	151	1
114	160	1
114	163	1
115	141	1
115	151	1
115	160	1
115	163	1
116	168	1
117	133	1
117	141	1
119	158	2
119	166	1
120	127	1
120	154	3
121	128	1
121	146	1
122	125	1
122	147	1
122	154	1
123	124	2
123	129	1
123	131	3
123	149	2
123	152	1
123	153	1
123	156	1
124	131	2
124	149	2
124	152	1
124	153	1
126	137	1
126	138	1
126	140	1
126	148	1
126	159	1
126	161	1
126	164	1
127	154	1
128	146	1
129	131	1
129	156	1
130	132	1
130	162	1
131	149	2
131	152	1
131	153	1
131	156	1
132	162	1
133	141	1
134	143	1
134	155	1
134	157	1
135	144	1
135	145	1
137	138	1
137	140	1
137	148	1
137	159	1
137	161	1
137	164	1
138	140	1
138	148	1
138	159	1
138	161	1
138	164	1
139	145	1
139	167	1
140	148	1
140	159	1
140	161	1
140	164	1
141	151	1
141	160	1
141	163	1
142	150	1
143	155	1
143	157	1
144	145	1
145	167	1
147	154	1
148	159	1
148	161	1
148	164	1
149	152	1
149	153	1
151	160	1
151	163	1
155	157	1
158	166	1
159	161	1
159	164	1
160	163	1
161	164	1
